project_id,ministry,sector,state,region,implementing_agency,project_type,original_cost_cr,planned_duration_months,project_age_months,duration_elapsed_ratio,cumulative_expenditure_cr,physical_progress_pct,interim_financial_progress_pct,progress_decoupling_gap,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,primary_bottleneck,target_schedule_delay_months,target_cost_overrun_pct,target_risk_class
PRJ-SYN-000102,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Corridor Modernization,1992.95,43,29,0.6293,1558.58,77.05,78.2,-1.39,10,7,4,1,0.4,NONE,3,3.37,LOW
PRJ-SYN-000103,Ministry of Power,Power,West Bengal,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,504.78,40,76,1.0,620.35,100.0,122.9,-1.74,10,10,10,0,1.0,FOREST_CLEARANCE,12,25.07,MODERATE
PRJ-SYN-000104,Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,650.14,37,59,1.0,710.66,100.0,109.31,-1.85,10,10,6,0,0.6,PROCUREMENT,3,11.37,LOW
PRJ-SYN-000105,Ministry of Railways,Railways,Gujarat,West,Railway Infrastructure Board / DFCCIL,Corridor Modernization,772.99,51,46,0.7538,792.69,88.07,102.55,-0.55,10,8,9,0,0.9,UTILITY_SHIFTING,10,17.17,MODERATE
PRJ-SYN-000106,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Greenfield Construction,809.52,68,68,0.9183,776.86,95.62,95.97,-2.57,10,9,7,1,0.7,NONE,6,3.13,LOW
PRJ-SYN-000107,Ministry of Road Transport & Highways,Roads & Highways,Assam,Northeast,National Highways Authority of India (NHAI),Strategic Interconnection,4678.34,56,86,1.0,4979.5,100.0,106.44,-2.21,10,10,9,0,0.9,NONE,5,8.84,LOW
PRJ-SYN-000108,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Greenfield Construction,654.69,49,93,1.0,829.82,100.0,126.75,-0.06,10,10,10,0,1.0,LEGAL_DISPUTE,17,26.82,HIGH
PRJ-SYN-000109,Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Corridor Modernization,1051.28,38,30,0.5448,784.13,59.26,74.59,-2.3,10,5,6,0,0.6,LEGAL_DISPUTE,17,30.94,HIGH
PRJ-SYN-000110,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Corridor Modernization,349.75,49,33,0.5315,236.61,60.97,67.65,-2.33,10,5,5,0,0.5,CONTRACTOR,13,15.36,MODERATE
PRJ-SYN-000111,Ministry of Road Transport & Highways,Roads & Highways,West Bengal,East,National Highways Authority of India (NHAI),Corridor Modernization,1161.9,66,52,0.5973,1022.3,68.23,87.99,1.2,10,6,7,0,0.7,LAND_ACQUISITION,21,26.72,HIGH
PRJ-SYN-000112,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Rajasthan,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,1741.19,53,92,1.0,2251.04,100.0,129.28,-0.48,10,10,10,0,1.0,FOREST_CLEARANCE,21,29.91,HIGH
PRJ-SYN-000113,Ministry of Housing & Urban Affairs,Urban Transit,Jharkhand,East,Metro Rail Infrastructure SPV,Corridor Modernization,821.66,68,54,0.6917,732.78,77.08,89.18,1.61,10,7,8,0,0.8,UTILITY_SHIFTING,10,13.33,MODERATE
PRJ-SYN-000114,Ministry of Railways,Railways,Bihar,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,2572.88,33,93,1.0,2771.22,100.0,107.71,-0.65,10,10,9,0,0.9,NONE,8,8.41,LOW
PRJ-SYN-000115,Ministry of Power,Power,Karnataka,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,1477.82,64,60,0.7225,1672.41,84.36,113.17,9.7,10,8,9,0,0.9,FOREST_CLEARANCE,19,20.31,HIGH
PRJ-SYN-000116,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1998.64,46,43,0.7812,1893.86,86.74,94.76,-2.79,10,8,8,0,0.8,NONE,9,12.87,LOW
PRJ-SYN-000117,Ministry of Housing & Urban Affairs,Urban Transit,Tamil Nadu,South,Metro Rail Infrastructure SPV,Greenfield Construction,599.12,57,75,1.0,675.49,100.0,112.75,-2.71,10,10,10,0,1.0,CONTRACTOR,16,15.89,MODERATE
PRJ-SYN-000118,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Karnataka,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,445.19,38,90,1.0,509.78,100.0,114.51,-2.81,10,10,10,0,1.0,DESIGN_CHANGE,9,17.82,MODERATE
PRJ-SYN-000119,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,360.31,70,65,0.6305,362.86,72.29,100.71,7.7,10,6,7,0,0.7,ENVIRONMENTAL_CLEARANCE,33,25.9,CRITICAL
PRJ-SYN-000120,Ministry of Power,Power,Madhya Pradesh,Central,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,622.77,70,96,1.0,733.07,100.0,117.71,-2.42,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,25,20.63,HIGH
PRJ-SYN-000121,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Strategic Interconnection,604.63,30,55,1.0,607.96,100.0,100.55,-2.94,10,10,8,0,0.8,NONE,4,3.6,LOW
PRJ-SYN-000122,Ministry of Power,Power,Andhra Pradesh,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,640.41,63,36,0.4087,379.07,43.78,59.19,4.1,10,4,5,0,0.5,FOREST_CLEARANCE,25,23.63,HIGH
PRJ-SYN-000123,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Bihar,East,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,2860.53,64,31,0.4239,1654.89,42.78,57.85,7.9,10,4,4,0,0.4,CONTRACTOR,9,14.15,MODERATE
PRJ-SYN-000124,Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,1207.8,47,85,1.0,1414.58,100.0,117.12,-1.56,10,10,9,0,0.9,ENVIRONMENTAL_CLEARANCE,10,18.98,MODERATE
PRJ-SYN-000125,Ministry of Road Transport & Highways,Roads & Highways,Assam,Northeast,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1847.73,33,54,1.0,2134.09,100.0,115.5,-2.31,10,10,9,0,0.9,CONTRACTOR,8,18.23,MODERATE
PRJ-SYN-000126,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,3219.92,47,45,0.7372,3681.97,82.06,114.35,12.57,10,7,8,0,0.8,UTILITY_SHIFTING,14,20.84,HIGH
PRJ-SYN-000127,Ministry of Power,Power,Andhra Pradesh,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,2011.58,47,69,1.0,2037.27,100.0,101.28,-1.16,10,10,1,0,0.1,NONE,1,2.47,LOW
PRJ-SYN-000128,Ministry of Housing & Urban Affairs,Urban Transit,Odisha,East,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,238.65,63,67,0.8168,258.94,84.76,108.5,6.56,10,8,9,0,0.9,FOREST_CLEARANCE,19,18.81,HIGH
PRJ-SYN-000129,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,928.47,26,77,1.0,1226.31,100.0,132.08,-0.24,10,10,10,0,1.0,LAND_ACQUISITION,12,32.4,HIGH
PRJ-SYN-000130,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Corridor Modernization,1338.27,54,54,0.8842,1459.05,95.87,109.03,2.13,10,9,10,0,1.0,PROCUREMENT,7,11.25,MODERATE
PRJ-SYN-000131,Ministry of Housing & Urban Affairs,Urban Transit,Andhra Pradesh,South,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,507.7,38,72,1.0,560.43,100.0,110.39,-0.97,10,10,9,0,0.9,NONE,6,11.47,LOW
PRJ-SYN-000132,Ministry of Housing & Urban Affairs,Urban Transit,Odisha,East,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,831.36,49,46,0.7069,806.54,79.8,97.01,3.47,10,7,8,0,0.8,UTILITY_SHIFTING,16,16.5,MODERATE
PRJ-SYN-000133,Ministry of Power,Power,Karnataka,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,217.58,70,86,1.0,234.53,100.0,107.79,-2.47,10,10,9,0,0.9,NONE,11,10.52,MODERATE
PRJ-SYN-000134,Ministry of Railways,Railways,Gujarat,West,Railway Infrastructure Board / DFCCIL,Corridor Modernization,3801.33,25,70,1.0,4636.09,100.0,121.96,-2.02,10,10,9,0,0.9,LAND_ACQUISITION,9,24.48,MODERATE
PRJ-SYN-000135,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Corridor Modernization,2141.12,52,59,0.9512,2174.33,91.97,101.55,-0.21,10,8,9,0,0.9,PROCUREMENT,10,10.67,MODERATE
PRJ-SYN-000136,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1799.72,57,85,1.0,2023.67,100.0,112.44,-2.47,10,10,9,0,0.9,CONTRACTOR,9,15.29,MODERATE
PRJ-SYN-000137,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Greenfield Construction,1639.78,24,59,1.0,1967.72,100.0,120.0,-1.69,10,10,9,0,0.9,PROCUREMENT,8,22.06,MODERATE
PRJ-SYN-000138,Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,786.04,55,30,0.5349,400.02,60.33,50.89,-9.44,10,5,0,0,0.0,NONE,1,0.0,LOW
PRJ-SYN-000139,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Odisha,East,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,978.49,24,69,1.0,1033.08,100.0,105.58,-0.69,10,10,7,0,0.7,NONE,3,6.31,LOW
PRJ-SYN-000140,Ministry of Housing & Urban Affairs,Urban Transit,Gujarat,West,Metro Rail Infrastructure SPV,Strategic Interconnection,636.84,31,66,1.0,806.68,100.0,126.67,-2.25,10,10,10,0,1.0,LAND_ACQUISITION,12,29.59,HIGH
PRJ-SYN-000141,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Strategic Interconnection,687.36,69,92,0.9579,862.5,95.18,125.48,2.82,10,9,10,0,1.0,LAND_ACQUISITION,27,28.04,CRITICAL
PRJ-SYN-000142,Ministry of Power,Power,Odisha,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,1178.46,31,34,1.0,1164.53,100.0,98.82,-2.85,10,10,0,0,0.0,NONE,0,1.72,LOW
PRJ-SYN-000143,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Rajasthan,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,373.43,30,50,1.0,448.56,100.0,120.12,-0.75,10,10,9,0,0.9,FOREST_CLEARANCE,10,21.03,MODERATE
PRJ-SYN-000144,Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,1912.45,62,34,0.5066,1292.56,62.09,67.59,5.07,10,5,2,1,0.2,NONE,5,0.63,LOW
PRJ-SYN-000145,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Strategic Interconnection,683.32,39,66,1.0,756.02,100.0,110.64,-0.93,10,10,9,0,0.9,NONE,7,11.68,LOW
PRJ-SYN-000146,Ministry of Housing & Urban Affairs,Urban Transit,Uttar Pradesh,North,Metro Rail Infrastructure SPV,Rehabilitation & Upgradation,176.74,56,82,1.0,205.5,100.0,116.27,-1.99,10,10,10,0,1.0,FOREST_CLEARANCE,16,18.64,MODERATE
PRJ-SYN-000147,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Corridor Modernization,1826.43,50,89,1.0,2323.76,100.0,127.23,-0.23,10,10,10,0,1.0,LAND_ACQUISITION,20,27.52,HIGH
PRJ-SYN-000148,Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,2217.85,33,40,0.9751,2427.62,89.34,109.46,4.13,10,8,8,0,0.8,FOREST_CLEARANCE,8,17.11,MODERATE
PRJ-SYN-000149,"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Bihar,East,Major Ports Authority,Strategic Interconnection,3216.48,56,84,1.0,3737.74,100.0,116.21,-2.09,10,10,10,0,1.0,LEGAL_DISPUTE,13,18.69,MODERATE
PRJ-SYN-000150,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,2429.9,37,49,0.9419,2823.73,91.43,116.21,-2.12,10,8,9,0,0.9,FOREST_CLEARANCE,15,30.12,HIGH
PRJ-SYN-000151,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Corridor Modernization,446.53,25,85,1.0,495.38,100.0,110.94,-1.57,10,10,8,0,0.8,PROCUREMENT,4,12.71,LOW
PRJ-SYN-000152,Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,2901.73,39,68,1.0,3714.35,100.0,128.0,-1.28,10,10,10,0,1.0,LAND_ACQUISITION,14,29.67,HIGH
PRJ-SYN-000153,Ministry of Power,Power,Karnataka,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,1676.75,42,81,1.0,2051.04,100.0,122.32,-1.36,10,10,9,0,0.9,ENVIRONMENTAL_CLEARANCE,12,24.01,MODERATE
PRJ-SYN-000154,Ministry of Power,Power,Rajasthan,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,1115.9,26,45,1.0,1256.15,100.0,112.57,-0.86,10,10,9,0,0.9,PROCUREMENT,7,13.55,LOW
PRJ-SYN-000155,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Strategic Interconnection,784.4,24,42,1.0,850.09,100.0,108.37,-2.89,10,10,9,0,0.9,NONE,5,11.6,LOW
PRJ-SYN-000156,Ministry of Road Transport & Highways,Roads & Highways,Assam,Northeast,National Highways Authority of India (NHAI),Greenfield Construction,1713.38,72,62,0.5897,1578.28,66.42,92.12,3.99,10,6,7,0,0.7,LAND_ACQUISITION,33,30.82,CRITICAL
PRJ-SYN-000157,Ministry of Railways,Railways,Assam,Northeast,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,1110.46,55,32,0.4914,748.58,53.66,67.41,3.88,10,5,5,0,0.5,CONTRACTOR,10,17.16,LOW
PRJ-SYN-000158,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Corridor Modernization,1467.19,49,70,1.0,1864.94,100.0,127.11,-0.25,10,10,10,0,1.0,FOREST_CLEARANCE,19,27.43,HIGH
PRJ-SYN-000159,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Corridor Modernization,2080.4,58,53,0.6701,1833.74,72.94,88.14,-0.81,10,6,7,0,0.7,CONTRACTOR,21,22.2,MODERATE
PRJ-SYN-000160,Ministry of Housing & Urban Affairs,Urban Transit,Bihar,East,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,1988.67,30,73,1.0,2274.98,100.0,114.4,-0.2,10,10,9,0,0.9,CONTRACTOR,8,14.63,MODERATE
PRJ-SYN-000161,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Corridor Modernization,408.78,59,90,1.0,504.23,100.0,123.35,-0.32,10,10,10,0,1.0,LAND_ACQUISITION,20,23.75,HIGH
PRJ-SYN-000162,Ministry of Road Transport & Highways,Roads & Highways,Jharkhand,East,National Highways Authority of India (NHAI),Strategic Interconnection,1014.14,30,32,0.7602,1116.89,86.24,110.13,0.38,10,8,9,0,0.9,LAND_ACQUISITION,12,27.14,MODERATE
PRJ-SYN-000163,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,399.59,53,67,0.9995,463.42,92.32,115.97,1.06,10,8,9,0,0.9,LAND_ACQUISITION,14,24.19,MODERATE
PRJ-SYN-000164,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1829.89,66,53,0.6701,1419.14,80.22,77.55,-9.39,10,7,7,0,0.7,NONE,13,9.49,MODERATE
PRJ-SYN-000165,Ministry of Power,Power,Madhya Pradesh,Central,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,750.72,47,75,1.0,832.98,100.0,110.96,-1.69,10,10,9,0,0.9,UTILITY_SHIFTING,9,12.87,LOW
PRJ-SYN-000166,Ministry of Housing & Urban Affairs,Urban Transit,Uttar Pradesh,North,Metro Rail Infrastructure SPV,Strategic Interconnection,1297.44,52,55,0.8085,1561.14,86.35,120.32,11.65,10,8,9,0,0.9,LAND_ACQUISITION,16,22.78,HIGH
PRJ-SYN-000167,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1820.12,58,94,1.0,2144.69,100.0,117.83,-0.61,10,10,10,0,1.0,PROCUREMENT,14,18.55,MODERATE
PRJ-SYN-000168,Ministry of Road Transport & Highways,Roads & Highways,West Bengal,East,National Highways Authority of India (NHAI),Corridor Modernization,313.63,24,71,1.0,346.12,100.0,110.36,-2.46,10,10,8,0,0.8,PROCUREMENT,6,13.14,LOW
PRJ-SYN-000169,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Greenfield Construction,230.3,54,59,0.8193,275.25,86.13,119.52,11.87,10,8,9,0,0.9,PROCUREMENT,18,21.96,HIGH
PRJ-SYN-000170,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,410.76,70,36,0.4041,202.29,40.31,49.25,-0.04,10,3,4,0,0.4,FOREST_CLEARANCE,19,22.3,MODERATE
PRJ-SYN-000171,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,155.18,35,30,0.6242,147.08,74.55,94.78,4.24,10,7,8,0,0.8,UTILITY_SHIFTING,13,20.3,MODERATE
PRJ-SYN-000172,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Strategic Interconnection,247.94,40,52,1.0,270.73,100.0,109.19,-2.55,10,10,9,0,0.9,NONE,7,12.05,LOW
PRJ-SYN-000173,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,237.82,67,70,0.8329,243.01,93.6,102.18,-4.36,10,8,9,0,0.9,NONE,17,14.5,MODERATE
PRJ-SYN-000174,Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,447.07,43,41,0.7881,513.09,84.02,114.77,13.98,10,8,8,0,0.8,LAND_ACQUISITION,9,17.11,MODERATE
PRJ-SYN-000175,Ministry of Housing & Urban Affairs,Urban Transit,Rajasthan,North,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,165.98,30,50,1.0,167.73,100.0,101.05,-1.79,10,10,0,0,0.0,NONE,0,2.9,LOW
PRJ-SYN-000176,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,706.49,24,62,1.0,796.76,100.0,112.78,-2.62,10,10,9,0,0.9,NONE,8,15.81,MODERATE
PRJ-SYN-000177,Ministry of Railways,Railways,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,918.68,37,29,0.6899,786.74,82.2,85.64,0.6,10,7,5,1,0.5,NONE,5,3.43,LOW
PRJ-SYN-000178,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Bihar,East,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,1123.45,67,76,0.8828,1284.83,91.23,114.36,5.99,10,8,9,0,0.9,UTILITY_SHIFTING,19,17.64,HIGH
PRJ-SYN-000179,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1546.67,34,66,1.0,1611.91,100.0,104.22,-0.49,10,10,0,0,0.0,PROCUREMENT,0,4.73,LOW
PRJ-SYN-000180,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,810.74,68,51,0.5724,613.39,66.21,75.66,-1.18,10,6,7,0,0.7,PROCUREMENT,21,16.34,MODERATE
PRJ-SYN-000181,Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,760.99,60,43,0.5725,582.23,64.27,76.51,2.12,10,6,7,0,0.7,CONTRACTOR,15,15.25,MODERATE
PRJ-SYN-000182,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1347.95,46,94,1.0,1708.28,100.0,126.73,-1.64,10,10,10,0,1.0,LAND_ACQUISITION,16,28.85,HIGH
PRJ-SYN-000183,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,585.06,46,80,1.0,777.52,100.0,132.9,-0.64,10,10,10,0,1.0,LAND_ACQUISITION,23,33.75,CRITICAL
PRJ-SYN-000184,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1455.3,68,76,0.8441,1447.63,87.45,99.47,-5.39,10,8,9,0,0.9,UTILITY_SHIFTING,22,21.22,HIGH
PRJ-SYN-000185,"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Madhya Pradesh,Central,Major Ports Authority,Corridor Modernization,845.67,33,41,1.0,849.99,100.0,100.51,-2.93,10,10,0,0,0.0,CONTRACTOR,0,3.54,LOW
PRJ-SYN-000186,Ministry of Civil Aviation,Civil Aviation,Andhra Pradesh,South,Airports Authority of India (AAI),Rehabilitation & Upgradation,18504.09,49,34,0.6173,14360.99,75.0,77.61,-1.82,10,7,6,1,0.6,NONE,6,6.06,LOW
PRJ-SYN-000187,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1419.28,41,53,1.0,1656.28,100.0,116.7,-0.52,10,10,10,0,1.0,LAND_ACQUISITION,10,17.31,MODERATE
PRJ-SYN-000188,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,2333.93,40,45,0.8168,2794.57,90.0,119.74,8.0,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,15,22.18,HIGH
PRJ-SYN-000189,Ministry of Power,Power,Andhra Pradesh,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,4869.47,67,71,0.7798,5693.1,88.1,116.91,8.09,10,8,9,0,0.9,FOREST_CLEARANCE,24,21.54,HIGH
PRJ-SYN-000190,Ministry of Jal Shakti,Water Resources,Rajasthan,North,National Water Development Agency,Capacity Augmentation / 6-Laning,1760.17,69,73,0.9995,1760.68,97.94,100.03,0.06,10,9,5,1,0.5,NONE,4,2.07,LOW
PRJ-SYN-000191,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Greenfield Construction,2125.23,66,85,0.8014,2621.41,86.14,123.35,5.86,10,8,9,0,0.9,LAND_ACQUISITION,40,34.07,CRITICAL
PRJ-SYN-000192,Ministry of Railways,Railways,Chhattisgarh,Central,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,491.35,31,94,1.0,593.39,100.0,120.77,-1.52,10,10,9,0,0.9,LAND_ACQUISITION,11,22.63,MODERATE
PRJ-SYN-000193,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Strategic Interconnection,668.04,33,98,1.0,809.54,100.0,121.18,-1.5,10,10,10,0,1.0,LAND_ACQUISITION,10,23.03,MODERATE
