project_id,project_name,ministry,department,sector,sub_sector,state,region,implementing_agency,project_type,project_status,project_stage,original_cost_cr,revised_cost_cr,cost_overrun_cr,cost_growth_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,progress_decoupling_gap,start_date,planned_completion_date,revised_completion_date,planned_duration_months,revised_duration_months,schedule_slippage_months,schedule_revisions_count,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,primary_bottleneck,secondary_bottleneck,target_schedule_delay_months,target_cost_overrun_pct,target_risk_class,overall_risk_score,data_source,data_status
PRJ-SYN-000049,Dibang Multipurpose Hydropower Scheme — EPC Package II (Terminal & Marine Berths),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Thermal Generation,Rajasthan,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,DELAYED,Execution,1689.97,1930.62,240.65,14.24,1892.01,90.92,98.0,7.08,2019-12-01,2025-09-01,2026-07-01,69,79,10,2,10,8,8,0,0.8,DESIGN_CHANGE,NONE,10,14.24,MODERATE,40.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000050,Char Dham Highway Connectivity — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Karnataka,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,DELAYED,Execution,150.0,157.39,7.39,4.93,133.64,73.04,84.91,11.87,2022-11-01,2027-12-01,2028-07-01,61,68,7,1,10,6,5,0,0.5,NONE,NONE,7,4.93,LOW,27.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000051,Ken-Betwa River Interlinking National Project — EPC Package II (Terminal & Marine Berths),Ministry of Jal Shakti,National Water Mission Directorate,Water Resources,Multipurpose Dam Project,West Bengal,East,National Water Development Agency,Rehabilitation & Upgradation,COMPLETED,Commissioned,1637.08,1917.84,280.76,17.15,1886.4,100.0,98.36,-1.64,2019-10-01,2023-12-01,2024-11-01,50,61,11,2,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,UTILITY_SHIFTING,11,17.15,MODERATE,41.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000052,Bengaluru-Chennai Expressway — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Gujarat,West,National Highways Authority of India (NHAI),Greenfield Construction,CRITICAL,Execution,2489.88,3319.76,829.88,33.33,3253.36,91.73,98.0,6.27,2019-06-01,2024-06-01,2026-10-01,60,88,28,4,10,8,9,0,0.9,FOREST_CLEARANCE,PROCUREMENT,28,33.33,CRITICAL,80.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000053,Barh Super Thermal Power Station Stage-II — Stage-I Commissioning Phase,Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,COMPLETED,Commissioned,294.76,390.2,95.44,32.38,385.02,100.0,98.67,-1.33,2018-07-01,2023-03-01,2025-02-01,56,79,23,3,10,10,10,0,1.0,LAND_ACQUISITION,NONE,23,32.38,CRITICAL,71.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000054,Coastal Road Coastal Highway — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Telangana,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,DELAYED,Execution,2818.77,3673.98,855.21,30.34,2489.56,54.3,67.76,13.46,2023-10-01,2027-05-01,2028-11-01,43,61,18,3,10,5,6,0,0.6,LAND_ACQUISITION,DESIGN_CHANGE,18,30.34,HIGH,63.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000055,Paradip-Hyderabad Petroleum Pipeline — Section I (Km 0.00 to 45.50),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Hydrocarbon Pipelines,Telangana,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,CRITICAL,Execution,364.46,450.84,86.38,23.7,419.91,86.03,93.14,7.11,2021-03-01,2025-05-01,2027-01-01,50,70,20,3,10,8,9,0,0.9,FOREST_CLEARANCE,NONE,20,23.7,HIGH,62.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000056,Delhi-Meerut RRTS Corridor — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Telangana,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,AT_RISK,Execution,4014.31,4405.71,391.4,9.75,2487.26,50.24,56.46,6.22,2023-12-01,2028-07-01,2029-01-01,55,61,6,1,10,4,2,1,0.2,NONE,NONE,6,9.75,LOW,21.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000057,Jiribam-Imphal Rail Project — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Assam,Northeast,Railway Infrastructure Board / DFCCIL,Corridor Modernization,COMPLETED,Commissioned,192.83,197.55,4.72,2.45,192.44,100.0,97.41,-2.59,2022-04-01,2025-07-01,2025-07-01,39,39,0,0,10,10,0,0,0.0,NONE,NONE,0,2.45,LOW,0.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000058,Ganga Expressway Phase-I — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Karnataka,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,150.0,156.16,6.16,4.11,152.1,100.0,97.4,-2.6,2020-01-01,2022-01-01,2022-01-01,24,24,0,0,10,10,0,0,0.0,NONE,NONE,0,4.11,LOW,4.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000059,Jiribam-Imphal Rail Project — Stage-I Commissioning Phase,Ministry of Railways,Project Development Directorate,Railways,Electrification,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,COMPLETED,Commissioned,750.95,849.7,98.75,13.15,827.22,100.0,97.35,-2.65,2019-08-01,2023-04-01,2024-03-01,44,55,11,2,10,10,9,0,0.9,DESIGN_CHANGE,LEGAL_DISPUTE,11,13.15,MODERATE,36.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000060,Secunderabad-Mahabubnagar Doubling — Reach 2 (Ch. 24+000 to 68+500),Ministry of Railways,Project Development Directorate,Railways,Electrification,Odisha,East,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,DELAYED,Execution,3412.06,4137.46,725.4,21.26,3325.7,73.9,80.38,6.48,2022-02-01,2026-11-01,2028-03-01,57,73,16,2,10,7,8,0,0.8,LAND_ACQUISITION,NONE,16,21.26,MODERATE,52.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000061,Char Dham Highway Connectivity — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Rajasthan,North,National Highways Authority of India (NHAI),Strategic Interconnection,AT_RISK,Execution,546.77,576.73,29.96,5.48,475.39,92.58,82.43,-10.15,2021-06-01,2027-02-01,2027-07-01,68,73,5,1,10,8,7,1,0.7,NONE,NONE,5,5.48,LOW,21.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000062,Trans-Haryana Expressway — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Rajasthan,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,CRITICAL,Execution,8417.12,10295.82,1878.7,22.32,10089.9,83.43,98.0,14.57,2020-08-01,2026-03-01,2028-05-01,67,93,26,4,10,7,8,0,0.8,FOREST_CLEARANCE,NONE,26,22.32,CRITICAL,70.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000063,Purvanchal Expressway Link — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Gujarat,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,5717.88,5978.62,260.74,4.56,5899.11,100.0,98.67,-1.33,2019-09-01,2023-03-01,2023-08-01,42,47,5,1,10,10,9,0,0.9,NONE,NONE,5,4.56,LOW,24.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000064,Amritsar-Jamnagar Economic Corridor — Contract Package 4B (Elevated Viaduct),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Gujarat,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,DELAYED,Execution,21082.76,27338.01,6255.25,29.67,23767.77,89.93,86.94,-2.99,2022-09-01,2025-05-01,2026-06-01,32,45,13,2,10,8,8,0,0.8,LAND_ACQUISITION,DESIGN_CHANGE,13,29.67,MODERATE,49.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000065,MGR Coal Transportation Corridor Phase-II — Contract Package 4B (Elevated Viaduct),Ministry of Coal,Coal Project Monitoring Board,Coal Infrastructure,Pithead Coal Handling,Tamil Nadu,South,Coal Infrastructure PSU,Capacity Augmentation / 6-Laning,DELAYED,Execution,1310.4,1562.65,252.25,19.25,1514.18,86.69,96.9,10.21,2021-08-01,2026-06-01,2027-05-01,58,69,11,2,10,8,8,0,0.8,ENVIRONMENTAL_CLEARANCE,DESIGN_CHANGE,11,19.25,MODERATE,45.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000066,Sonnagar-Dankuni Freight Link — Reach 2 (Ch. 24+000 to 68+500),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Jharkhand,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,COMPLETED,Commissioned,707.05,852.7,145.65,20.6,844.21,100.0,99.0,-1.0,2020-03-01,2022-11-01,2023-05-01,32,38,6,1,10,10,8,0,0.8,FOREST_CLEARANCE,NONE,6,20.6,MODERATE,36.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000067,NH-44 North-South Corridor — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Andhra Pradesh,South,National Highways Authority of India (NHAI),Corridor Modernization,CRITICAL,Execution,974.24,1277.91,303.67,31.17,567.92,40.82,44.44,3.62,2022-12-01,2028-07-01,2030-11-01,67,95,28,4,10,3,4,0,0.4,LAND_ACQUISITION,NONE,28,31.17,CRITICAL,66.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000068,Jagdishpur-Haldia-Bokaro-Dhamra Pipeline (JHBDPL) — Section II (Km 45.50 to 112.00),Ministry of Petroleum & Natural Gas,,Petroleum & Natural Gas,Hydrocarbon Pipelines,Karnataka,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,COMPLETED,Commissioned,983.38,1130.3,146.92,14.94,1104.18,100.0,97.69,-2.31,2018-12-01,2021-10-01,2022-06-01,34,42,8,1,10,10,10,0,1.0,NONE,NONE,8,14.94,MODERATE,38.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000069,Ganga Expressway Phase-I — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Gujarat,West,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,DELAYED,Execution,156.68,174.28,17.6,11.23,163.4,84.24,93.76,9.52,2020-07-01,2026-07-01,2027-10-01,72,87,15,2,10,8,9,0,0.9,PROCUREMENT,NONE,15,11.23,MODERATE,47.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000070,Eastern Dedicated Freight Corridor — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,Electrification,Odisha,East,Railway Infrastructure Board / DFCCIL,Greenfield Construction,DELAYED,Execution,2303.8,2921.68,617.88,26.82,1878.84,60.35,64.31,3.96,2023-07-01,2027-03-01,2028-07-01,44,60,16,2,10,5,6,0,0.6,LAND_ACQUISITION,UTILITY_SHIFTING,16,26.82,MODERATE,50.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000071,Pune-Nashik Semi High-Speed Rail — Package 3 (Design & Build EPC),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,386.75,441.67,54.92,14.2,437.97,100.0,99.16,-0.84,2021-03-01,2023-07-01,2024-01-01,28,34,6,1,10,10,9,0,0.9,NONE,NONE,6,14.2,LOW,31.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000072,Udhampur-Srinagar-Baramulla Rail Link — Contract Package 4B (Elevated Viaduct),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Karnataka,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,294.64,317.24,22.6,7.67,315.03,100.0,99.3,-0.7,2021-10-01,2025-01-01,2025-09-01,39,47,8,1,10,10,9,0,0.9,NONE,NONE,8,7.67,LOW,27.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000073,Varanasi-Ranchi-Kolkata Expressway — Stage-I Commissioning Phase,Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,CRITICAL,Execution,848.54,1180.74,332.2,39.15,638.76,50.43,54.1,3.67,2022-12-01,2027-02-01,2029-08-01,50,80,30,4,10,4,5,0,0.5,LAND_ACQUISITION,NONE,30,39.15,CRITICAL,76.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000074,Eastern Dedicated Freight Corridor — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,COMPLETED,Commissioned,1215.13,1461.07,245.94,20.24,1435.47,100.0,98.25,-1.75,2019-08-01,2023-07-01,2024-09-01,47,61,14,2,10,10,10,0,1.0,LAND_ACQUISITION,NONE,14,20.24,MODERATE,49.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000075,Jagdishpur-Haldia-Bokaro-Dhamra Pipeline (JHBDPL) — EPC Package II (Terminal & Marine Berths),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Hydrocarbon Pipelines,Madhya Pradesh,Central,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,CRITICAL,Execution,951.63,1195.25,243.62,25.6,1022.87,91.67,85.58,-6.09,2020-09-01,2024-12-01,2026-07-01,51,70,19,3,10,8,9,0,0.9,LEGAL_DISPUTE,DESIGN_CHANGE,19,25.6,HIGH,56.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000076,Pune-Nashik Semi High-Speed Rail — Stage-I Commissioning Phase,Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,COMPLETED,Commissioned,340.29,397.87,57.58,16.92,394.21,100.0,99.08,-0.92,2021-10-01,2024-09-01,2025-07-01,35,45,10,2,10,10,9,0,0.9,CONTRACTOR,NONE,10,16.92,MODERATE,39.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000077,Jiribam-Imphal Rail Project — EPC Package II (Terminal & Marine Berths),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Jharkhand,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,CRITICAL,Execution,4140.1,5205.76,1065.66,25.74,3746.56,64.44,71.97,7.53,2021-07-01,2027-02-01,2029-07-01,67,96,29,4,10,6,7,0,0.7,LAND_ACQUISITION,NONE,29,25.74,CRITICAL,70.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000078,Khurda Road-Bolangir New Line — Reach 2 (Ch. 24+000 to 68+500),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,COMPLETED,Commissioned,1608.85,1708.6,99.75,6.2,1675.31,100.0,98.05,-1.95,2018-08-01,2021-12-01,2022-04-01,40,44,4,1,10,10,7,0,0.7,NONE,NONE,4,6.2,LOW,19.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000079,Delhi-Mumbai Expressway — Stage-I Commissioning Phase,Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Assam,Northeast,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,1781.36,2170.59,389.23,21.85,2146.73,100.0,98.9,-1.1,2019-04-01,2022-01-01,2022-11-01,33,43,10,2,10,10,10,0,1.0,FOREST_CLEARANCE,NONE,10,21.85,MODERATE,45.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000080,North Karanpura Super Thermal Power Project — Stage-I Commissioning Phase,Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,COMPLETED,Commissioned,2560.01,3228.94,668.93,26.13,3222.1,100.0,99.79,-0.21,2020-05-01,2024-02-01,2025-10-01,45,65,20,3,10,10,10,0,1.0,LAND_ACQUISITION,INTERDEPARTMENTAL_DEPENDENCY,20,26.13,HIGH,58.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000081,Rishikesh-Karanprayag Rail Line — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,790.84,1026.51,235.67,29.8,1010.43,100.0,98.43,-1.57,2018-01-01,2021-02-01,2022-05-01,37,52,15,2,10,10,10,0,1.0,LAND_ACQUISITION,CONTRACTOR,15,29.8,HIGH,58.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000082,Zojila Tunnel Approach Road — Contract Package 4B (Elevated Viaduct),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,5337.13,6171.86,834.73,15.64,6089.17,100.0,98.66,-1.34,2021-04-01,2023-09-01,2024-06-01,29,38,9,2,10,10,9,0,0.9,UTILITY_SHIFTING,ENVIRONMENTAL_CLEARANCE,9,15.64,MODERATE,36.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000083,Delhi-Meerut RRTS Corridor — Reach 2 (Ch. 24+000 to 68+500),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Greenfield Construction,COMPLETED,Commissioned,7093.83,9049.6,1955.77,27.57,8781.86,100.0,97.04,-2.96,2020-06-01,2023-02-01,2024-02-01,32,44,12,2,10,10,9,0,0.9,LAND_ACQUISITION,NONE,12,27.57,MODERATE,50.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000084,Varanasi-Ranchi-Kolkata Expressway — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Andhra Pradesh,South,National Highways Authority of India (NHAI),Strategic Interconnection,AT_RISK,Execution,1627.75,1680.81,53.06,3.26,728.58,46.94,43.35,-3.59,2023-11-01,2029-04-01,2029-06-01,65,67,2,1,10,4,0,0,0.0,NONE,NONE,2,3.26,LOW,3.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000085,Mumbai High North Redevelopment Phase-IV — Package 3 (Design & Build EPC),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Strategic Storage,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,COMPLETED,Commissioned,1380.84,1584.65,203.81,14.76,1554.23,100.0,98.08,-1.92,2018-06-01,2022-09-01,2024-01-01,51,67,16,2,10,10,10,0,1.0,NONE,NONE,16,14.76,MODERATE,48.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000086,Delhi-Mumbai Expressway — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Telangana,South,National Highways Authority of India (NHAI),Strategic Interconnection,DELAYED,Execution,494.11,590.41,96.3,19.49,477.22,76.81,80.83,4.02,2023-06-01,2026-11-01,2027-08-01,41,50,9,2,10,7,8,0,0.8,CONTRACTOR,NONE,9,19.49,MODERATE,42.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000087,Varanasi-Ranchi-Kolkata Expressway — Contract Package 4B (Elevated Viaduct),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Rajasthan,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,COMPLETED,Commissioned,1575.57,1918.89,343.32,21.79,1903.19,100.0,99.18,-0.82,2018-07-01,2020-08-01,2021-06-01,25,35,10,2,10,10,9,0,0.9,NONE,NONE,10,21.79,MODERATE,43.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000088,Kolkata Port Deep Draft Inner Harbour Berth — Section II (Km 45.50 to 112.00),"Ministry of Ports, Shipping & Waterways",Major Port Infrastructure Wing,Ports & Shipping,Deep Water Berths,Andhra Pradesh,South,Major Ports Authority,Strategic Interconnection,COMPLETED,Commissioned,180.67,203.67,23.0,12.73,199.5,100.0,97.95,-2.05,2021-11-01,2024-07-01,2025-02-01,32,39,7,1,10,10,8,0,0.8,NONE,NONE,7,12.73,LOW,33.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000089,NH-48 Golden Quadrilateral — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Odisha,East,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,5191.8,5214.64,22.84,0.44,5207.15,100.0,99.86,-0.14,2018-04-01,2021-12-01,2022-02-01,44,46,2,1,10,10,3,0,0.3,NONE,NONE,2,0.44,LOW,5.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000090,Shahpur Kandi Dam Project — Civil Package 1 (Underground Tunnel),Ministry of Jal Shakti,National Water Mission Directorate,Water Resources,Multipurpose Dam Project,Assam,Northeast,National Water Development Agency,Greenfield Construction,COMPLETED,Commissioned,2917.83,3175.47,257.64,8.83,3166.73,100.0,99.72,-0.28,2019-02-01,2022-11-01,2023-08-01,45,54,9,2,10,10,9,0,0.9,NONE,NONE,9,8.83,LOW,31.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000091,Jagdishpur-Haldia-Bokaro-Dhamra Pipeline (JHBDPL) — Stage-I Commissioning Phase,Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Hydrocarbon Pipelines,Odisha,East,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,DELAYED,Execution,771.64,839.62,67.98,8.81,792.41,98.9,94.38,-4.52,2020-10-01,2025-06-01,2026-04-01,56,66,10,2,10,9,9,0,0.9,NONE,NONE,10,8.81,LOW,34.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000092,Vadhavan Mega Container Port Project — Package 3 (Design & Build EPC),"Ministry of Ports, Shipping & Waterways",Major Port Infrastructure Wing,Ports & Shipping,Port Rail Connectivity,Maharashtra,West,Major Ports Authority,Rehabilitation & Upgradation,COMPLETED,Commissioned,289.3,344.44,55.14,19.06,336.37,100.0,97.66,-2.34,2020-10-01,2022-11-01,2023-06-01,25,32,7,1,10,10,8,0,0.8,FOREST_CLEARANCE,PROCUREMENT,7,19.06,MODERATE,36.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-000093,Agra Metro Rail Project Priority Section — Stage-I Commissioning Phase,Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Metro Rail Rapid Transit,Telangana,South,Metro Rail Infrastructure SPV,Corridor Modernization,COMPLETED,Commissioned,617.62,707.73,90.11,14.59,693.01,100.0,97.92,-2.08,2019-12-01,2024-03-01,2025-03-01,51,63,12,2,10,10,10,0,1.0,CONTRACTOR,NONE,12,14.59,MODERATE,43.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
